FaultName,FaultID,State,SiteName,SCECId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM7ObjectName,Observation,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,UCERF3AppB,ShortReferences,Links,FullReferences
Sierra Madre,275,CA,Dunsmore Canyon,S-0317,SR-0288,-118.253528060000,34.246224273300,0.07,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,"Unknown number of events and relatively small total offset suggests rate may not be a reliable average slip rate, although rate is within range of longer term rate at Gould Mesa",N/A,0.6,3,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),fan,soil development,unlisted,1-11,1,5,yes,Crook et al. (1987),https://resolver.caltech.edu/CaltechAUTHORS:20150709-101959806,"Crook, R., Jr., Allen, C.R., Kamb, B., Payne, C.M., and Proctor, R.J., 1987, Quaternary geology and seismic hazard of the Sierra Madre and associated faults, western San Gabriel Mountains, in Recent reverse faulting in the Transverse Ranges, California: U.S. Geological Survey Professional Paper 1339, p. 27-64. https://resolver.caltech.edu/CaltechAUTHORS:20150709-101959806"
Sierra Madre,275,CA,Gould Mesa,S-0315,SR-0285,-118.187536590000,34.210445948900,0.14,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,Poorly constrained feature offset (based on boreholes and x-sections) and dating constraint (soil correlation). Total vertical slip of 600 m reported by Clark and others (1984) used here.,N/A,1.2,3,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),fan,soil development,unlisted,130-750,1,5,yes,Crook et al. (1987),https://resolver.caltech.edu/CaltechAUTHORS:20150709-101959806,"Crook, R., Jr., Allen, C.R., Kamb, B., Payne, C.M., and Proctor, R.J., 1987, Quaternary geology and seismic hazard of the Sierra Madre and associated faults, western San Gabriel Mountains, in Recent reverse faulting in the Transverse Ranges, California: U.S. Geological Survey Professional Paper 1339, p. 27-64. https://resolver.caltech.edu/CaltechAUTHORS:20150709-101959806"
Sierra Madre,275,CA,Pickens Canyon,S-0316,SR-0286,-118.232873736000,34.238636600900,0.27,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,vertical separation of terraces in Q3.2 are 18.4 m +2.1/-2.9 m dated at 22 +7.3/-7.9 ka; authors also calculated projected slip but vertical separation is recorded here,0.56,0.27,0.82,unknown for recalculted rates,unprojected (vertical),authors report projected vertical rates with intensive uncertainty treatment; reinterpreted rates = unprojected (min = 15.5 m/58.1 ka; max = 20.5m/58.1 ka; pref = 18.4m/33 ka),vertical separation of terrace,10Be and luminescence,unknown,23 +7.3/7.9,1,5,no,"Burgette et al., (2020)",https://doi.org/10.1016/j.epsl.2019.115907,"Burgette, R. J., Hanson, A. M., Scharer, K. M., Rittenour, T. M., & McPhillips, D. (2020). Late Quaternary slip rate of the Central Sierra Madre fault, southern California: Implications for slip partitioning and earthquake hazard. Earth and Planetary Science Letters, 530, 115907. https://doi.org/10.1016/j.epsl.2019.115907"
Sierra Madre,275,CA,San Dimas,S-0313,SR-0283,-117.799136191000,34.130749294100,0.17,WTRA-SMFZ-SMDE-Sierra_Madre_fault-CFM4,"Minimum rate, due to erosion of correlative unit from the hanging wall. Minimum rate reported includes open interval to present. Maximum based on closed 8 - 24 ka interval.",N/A,0.6,0.9,unknown,unprojected (vertical),reported (only range listed in Appendix B; no pref rate included; rate reported as a minimum),stratigraphic,unlisted,unlisted,11-130,1,5,yes,Tucker and Dolan (2001),https://doi.org/10.1785/0120000093 ,"Tucker, A.Z., and Dolan, J.F., 2001, Paleoseismologic evidence for a >8 ka age of the most recent surface rupture on the eastern Sierra Madre fault, northern Los Angeles metropolitan region, California: Bulletin of the Seismological Society of America, v. 91, p. 232-249. https://doi.org/10.1785/0120000093 "
Sierra Madre (San Fernando),276,CA,Pacoima Wash - Lopez Cyn - Wilson Cyn,S-0318,SR-0171,-118.439598631000,34.295930747100,0.39,WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,"Composite slip rate over different intervals across multiple fault strands. Upper bound of 3 mm/yr is based on the interpretation that the Lopez Canyon faults may be flexural slip faults. Pacoima Wash: 27 m vertical, 31,561 +/- 729 yrs Qt4 surface age, 0.8 +/- 0.1 mm/yr; Wilson Canyon: 63 +/- 5 m vertical separation, 65,245 +/- 1049 yrs, 1.0 +/- 0.1 mm/yr; Lopez Canyon: 15.5 m, 29,540 +/- 458 yrs, uplift rate of 0.5 +/- 0.1 mm/yr Only Pacoima Wash site coordinates reported here.",1.8,1.6,3,unknown,unprojected (vertilcal),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),terrace,10Be,unlisted,11-130,1,5,yes,Lindvall and Rubin (2003 FTR); Lindvall and Rubin (2007 FTR),N/A; https://earthquake.usgs.gov/cfusion/external_grants/reports/03HQGR0084.pdf ,"N/A; Lindvall, S.C., and Rubin, C.M., 2007, Slip rate studies along the Sierra Madre-Cucamonga Fault system using geomorphic and cosmogenic surface exposure age constraints: U.S. Geological Survey Final Technical Report Award Number 03HQGR0084, 13 p. https://earthquake.usgs.gov/cfusion/external_grants/reports/03HQGR0084.pdf "
Simi - Santa Rosa,280,CA,Springville,S-0319,SR-0290,-119.082413273000,34.224641340000,0.07,WTRA-SSRZ-MULT-Simi_Santa_Rosa_fault-CFM5,"It is unclear whether the Springville fault is related to the Simi-Santa Rosa fault zone, as the authors report the fault may root into the Oak Ridge fault and may not be independently seismogenic. Also, the location of the site is at the western end of the fault zone, and the rate may not be representative of the average slip rate for this fault.",N/A,0.5,0.9,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),colluvium,soil development,unlisted,11-130,0.2,1,yes,Gonzalez and Rockwell (1991),N/A,"Gonzalez, T., and Rockwell, T.K., 1991, Holocene activity of the Springville fault in Camarillo, Transverse Ranges, southern California-Preliminary observations, in Blake, T.F., and Larson, R.A., eds.,Engineering geology along the Simi-Santa Rosa fault system and adjacent areas, Simi Valley to Camarillo, Ventura County, California: Association of Engineering Geologists Field Trip Guidebook, v. 2, 1991 Annual Field Trip Southern California Section, p. 369-373."
Simpson Park Mountains,1109,NV,Profile 1,S-0250,SR-0548,-116.571966662000,39.940528498700,274.93,N/A,1.7 m tall scarps observed with est age of 6.5 ka,0.26,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 1.7 m/6.5 ka),scarp height,scarp morphology/diffusion age estimate,1(?),6.5,0.2,1,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Simpson Park Mountains,1109,NV,Profile 2,S-0251,SR-0549,-116.584949649000,39.848145891800,265.97,N/A,4.2 m vertical displacement since 9 ka,0.47,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 4.2 m/9ka),scarp height,scarp morphology/difusion analysis,unlisted,1(?),0.2,1,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Spanish Springs Valley,1114,NV,Profile 1,S-0252,SR-0554,-119.729363766000,39.631067496200,16.4,N/A,10.3 +/- 0.4 m vertical separation in late middle to late Pleistocene alluvial fan estimated to be 50-175 ka,0.092,0.057,0.21,unknown,unprojected (vertical),reinterpreted (low = 1.4 m/175 ka; high = 2.2 m/50 ka; pref = 1.8 m/112.5 ka),vertical separation of alluvial fan,relative/regional correlation,unlisted,50 - 175,0,0.2,no,Koehler (2019),https://doi.org/10.1016/j.geomorph.2018.09.015,"Koehler, R. D. (2019). Active faulting in the North Valleys region of Reno, Nevada: A distributed zone within the northern Walker Lane. Geomorphology, 326, 38-53. https://doi.org/10.1016/j.geomorph.2018.09.015"
Steens (south),2575,OR/NV,Bog Hot Valley,S-0261,SR-0688,-118.761249102000,41.834883098700,111.15,N/A,vertical displacement of unit 4 of 4.4 +/- 0.2 m since 18 +/- 2.2 ka,0.24,0.18,0.3,unknown,unprojected (vertical),reported (see original source Table 3),trench strata vertical separation (unit 4),radiocarbon and luminescence,3,18 +/- 2.2,0.2,1,no,"Personius et al., (2007)",https://doi.org/10.1785/0120060202,"Personius, S. F., Crone, A. J., Machette, M. N., Mahan, S. A., Kyung, J. B., Cisneros, H., & Lidke, D. J. (2007). Late Quaternary paleoseismology of the southern Steens fault zone, northern Nevada. Bulletin of the Seismological Society of America, 97(5), 1662-1678. https://doi.org/10.1785/0120060202"
Steptoe Valley (west),1232,NV,Profile 1,S-0266,SR-0764,-114.847713717000,39.678741811500,360.26,N/A,1.3 m tall scarp estimated to be 42-60 ka,0.025,0.022,0.31,unknown,unprojected (vertical),reinterpreted (low = 1.3/60 ka; high = 1.3/42 ka; pref = 1.3/51 ka (average)),scarp height,scarp morphology/diffusion age estimate,1?,42,0,0.2,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Superstition Hills,283,CA,Imler Road,S-0320,SR-0292,-115.698413229000,32.926867355600,0.24,PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,"One interval rate. Reported maximum rate is probably too high, because the PEN event age is unknown and could be any time between AD 1660 and 1915. Minimum rate reported here is based on 1.2 m of slip in past 330 years. ",N/A,2,6,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),beach deposits,correlation to lake highstand,2,<1,1,5,yes,Hudnut et al. (1989),https://doi.org/10.1785/BSSA0790020330,"Hudnut, K.W., Seeber, L., and Rockwell, T., 1989, Slip on the Elmore Ranch Fault during the past 330 years and its relation to slip on the Superstition Hills Fault: Bulletin of the Seismological Society of America, v. 79, p. 330-341. https://doi.org/10.1785/BSSA0790020330"
Surprise Valley,284,CA,per Personius and others (2009),S-0321,SR-0293,-120.184672389000,41.568416057100,0.12,KLMT-SVGL-SRPV-Surprise_Valley-CFM7,"The preferred reported rate compares well to both the 4 interval rate, calculated separately, and a long term Miocene rate.",0.6,0.5,0.7,unknown,unprojected (vertilcal),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,C14,>4,11-130,0.2,1,yes,Personius et al. (2009),https://doi.org/10.1029/2008JB006164,"Personius, S.F., Crone, A.J., Machette, M.N., Mahan, S.A., and Lidke, D.J., 2009, Moderate rates of late Quaternary slip along the northwestern margin of the Basin and Range Province, Surprise Valley fault, northeastern California: Journal of Geophysical Research, v. 114, no. B09405, https://doi.org/10.1029/2008JB006164"
Table Bluff,286,CA,per McCrory (1996),S-0323,SR-0296,-124.274298131000,40.692372738900,5.58,N/A,Late Quaternary rate.,0.4,0.2,1,unknown,projected (dip-slip),reported (only preferred value listed in Appendix B; no uncertainty included),marine terrace,TL,unlisted,130-750,0.2,1,yes,McCrory (1996),https://doi.org/10.3133/ofr96656,"McCrory, P.A., (1996). Evaluation of fault hazards, northern coastal California: U.S. Geological Survey Open-File Report 96-656, 87 p. https://doi.org/10.3133/ofr96656"
Table Bluff,286,CA,"TB3, TB4, TB6",S-0322,SR-0295,-124.240631440000,40.676506475700,3.56,CASC-LSLM-MULT-Little_Salmon_onshore-CFM7,Reported rate is vertical separation. Net rate reported by McCrory is 0.5 mm/yr. Rate is similar to Late Pleistocene rate of 0.4 mm/yr reported by McCrory (1996).,0.5,0.3,0.5,unknown,projected (dip-slip),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,unlisted,unlisted,750-2600,0.2,1,yes,McCrory (1996),https://doi.org/10.3133/ofr96656,"McCrory, P.A., (1996). Evaluation of fault hazards, northern coastal California: U.S. Geological Survey Open-File Report 96-656, 87 p. https://doi.org/10.3133/ofr96656"
Table Bluff,286,CA,TB7,S-0324,SR-0297,-124.457850891000,40.697835390800,6.39,N/A,"Reported rate is vertical separation. Net rate is 1.9 mm/yr, assuming a 45 degree dip. McCrory notes the offshore rate is likely the combined TB and LSF rates.",0.75,0.63,0.94,unknown,unprojected (vertical),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,unlisted,unlisted,750-2600,0.2,1,yes,McCrory (1996),https://doi.org/10.3133/ofr96656,"McCrory, P.A., (1996). Evaluation of fault hazards, northern coastal California: U.S. Geological Survey Open-File Report 96-656, 87 p. https://doi.org/10.3133/ofr96656"
Tank Canyon,287,CA,Searles Valley,S-0325,SR-0298,-117.226304493000,35.731497130800,0.63,SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,"Small offset and short time interval suggests only one or two events, slip rate may not be representative of long term average, but only rate available. Measurement on displaced Holocene alluvial fan that overlies Lake Searles lake deposits.",1,0.5,1.6,unknown,net,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),alluvial fan,inferred,unlisted,1-11,0.2,1,yes,Clark et al. (1984),https://doi.org/10.3133/ofr84106,"Clark, M.M., Harms, K.K., Lienkaemper, J.J., Harwood, D.S., Lajoie, K.R., Matti, J.C., Perkins, J.A., Rymer, M.J., Sarna-Wojcicki, A.M., Sharp, R.V., Sims, J.D., Tinsley, J.C., III, and Ziony, J.I., 1984, Preliminary slip rate table and map of late Quaternary faults of California: U.S. Geological Survey Open-File Report 84-106, 12 p., 5 plates, scale 1:1,000,000. https://doi.org/10.3133/ofr84106"
Toiyabe Range,1117,NV,Tar Creek,S-0253,SR-0559,-117.032740553000,39.331258203900,196.99,N/A,cumulative vertical separation for past 2 events at 1.8 m in late middel to late Pleistocene (assume 100 ka based on 2014 source param comment,0.018,0,0.2,unknown,unprojected,reported,reinterpreted (1.8 m/100 ka (assumed age; see 2014source param page),relative/assumed,2,100,0.2,1,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Toquima Range,1237,NV,Profile 1,S-0268,SR-0766,-116.832584375000,38.856129042500,171.45,N/A,1.87 m tall scarp estimated to be 55 ka,0.034,0,0.2,unknown,unprojected (vertical),reinterpreted (pref = 1.87 m/55 ka),scarp height,scarp morphology/difussion age estimate,1-2?,55,0,0.2,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Toquima Range,1237,NV,Profile 2,S-0267,SR-0765,-116.726717063000,39.050093822200,192.17,N/A,1.1 m high scarp estimated to be 60 ka,0.018,0.015,0.022,unknown,unprojected (vertical),reinterpreted (pref = 1.1 m/60 ka; low = 1.1-0.22m / 60ka; high = 1.1+0.2m /60 ka (+/- 20% uncertainty in offset)),scarp height,scarp morphology/diffusion age estimate,1-2?,60,0,0.2,no,Koehler and Wesnousky (2011),https://doi.org/10.1130/B30111.1,"Koehler, R. D., & Wesnousky, S. G. (2011). Late Pleistocene regional extension rate derived from earthquake geology of late Quaternary faults across the Great Basin, Nevada, between 38.5 N and 40 N latitude. GSA Bulletin, 123(3-4), 631-650. https://doi.org/10.1130/B30111.1"
Trinidad,291,CA,site 20,S-0326,SR-0302,-124.075289533000,41.014830042000,1.26,CASC-BMMR-MDRV-Mad_River-CFM7,Reported net slip assumes 40 degree dip.,0.9,0.7,1.1,unknown,projected (dip-slip),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic marker,correlation,unlisted,750-2600,1,5,yes,McCrory (1996); McCrory (2000),https://doi.org/10.3133/ofr96656; https://doi.org/10.1029/1999TC001177,"McCrory, P.A., (1996). Evaluation of fault hazards, northern coastal California: U.S. Geological Survey Open-File Report 96-656, 87 p. https://doi.org/10.3133/ofr96656; McCrory, P.A., (2000). Upper plate contraction north of the migrating Mendocino triple junction, northern California Implications for partitioning of strain: Tectonics, v. 19, p. 1144-1160. https://doi.org/10.1029/1999TC001177"
